-----
{
 "description": "This data provides district-wise allocation, release and expenditure of National Rural Drinking Water Programme (NRDWP) fund all over India for 2011-12.", 
 "file_name": "DISTRICT_WISE_ALLOCATION_RELEASE_AND_EXPENDITURE_FOR_FY_11-12.xls", 
 "title": "District-Wise Allocation / Release And Expenditure of NRDWP Fund For 2011-2012 ", 
 "url": "http://data.gov.in/sites/default/files/DISTRICT_WISE_ALLOCATION_RELEASE_AND_EXPENDITURE_FOR_FY_11-12.xls"
}
-----
"State Name","District Name","Opening Balance (Rs. in Crores)","Allocation Total (Rs. in Crores)","Allocation Central (Rs. in Crores)","Allocation State (Rs. in Crores)","Release Total (Rs. in Crores)","Release Central (Rs. in Crores)","Release State (Rs. in Crores)","Expenditure Total (Rs. in Crores)","Expenditure Central (Rs. in Crores)","Expenditure State (Rs. in Crores)"
"ORISSA","KHORDHA (BHUBANESWAR)",1.11,19.2,10.24,8.96,23.18,13.66,9.52,21.88,12.05,9.83
"ORISSA","KORAPUT",0.9,9.27,5.28,3.99,10.69,6.89,3.8,12.45,5.43,7.02
"ORISSA","MALKANGIRI",0.68,6.64,3.8,2.84,9.59,6.23,3.36,9.89,5.5,4.39
"ORISSA","MAYURBHANJ",5.38,20.71,10.89,9.82,22.24,12.75,9.49,29.08,14.84,14.23
"ORISSA","NABARANGAPUR",1.07,11.43,6.11,5.32,11.86,7.17,4.69,12.63,6.93,5.7
"ORISSA","NAYAGARH",0.41,11.21,6.56,4.65,13.45,8.82,4.63,11.83,7.19,4.64
"ORISSA","NUAPADA",3.02,5.14,2.73,2.41,8.72,4.2,4.52,5.4,3.27,2.14
"ORISSA","PURI",0.43,16.97,9.0,7.98,20.32,12.48,7.83,21.15,12.15,9.0
"ORISSA","RAYAGADA",0.46,7.29,4.23,3.06,8.41,5.37,3.04,9.71,5.47,4.25
"ORISSA","SAMBALPUR",0.33,8.62,4.88,3.74,8.88,5.7,3.18,5.99,3.82,2.17
"ORISSA","SONAPUR",0.43,8.11,4.66,3.44,10.83,6.38,4.44,11.24,6.71,4.53
"ORISSA","SUNDARGARH",0.2,13.16,7.58,5.58,16.39,10.73,5.66,18.42,10.9,7.51
"PUDUCHERRY","StateHQ(PUDUCHERRY)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PUDUCHERRY","KARAIKAL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PUDUCHERRY","MAHE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PUDUCHERRY","PUDUCHERRY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PUDUCHERRY","YANAM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PUNJAB","StateHQ(PUNJAB)",0.0,14.12,4.12,10.0,8.95,6.15,2.8,5.54,2.84,2.7
"PUNJAB","AMRITSAR",0.0,21.3,4.5,16.8,21.71,5.11,16.6,21.16,5.11,16.05
"PUNJAB","BARNALA",0.0,8.9,3.9,5.0,6.91,3.71,3.2,6.78,3.71,3.07
"PUNJAB","BATHINDA",0.0,30.0,4.0,26.0,35.94,6.69,29.25,35.47,6.69,28.78
"PUNJAB","FARIDKOT",0.0,15.5,1.8,13.7,30.1,2.85,27.25,30.06,2.85,27.2
"PUNJAB","FATEHGARH SAHIB",0.0,14.1,2.9,11.2,10.78,5.68,5.1,10.68,5.68,5.0
"PUNJAB","FAZILKA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PUNJAB","FIROZEPUR",0.0,26.4,3.4,23.0,28.5,8.35,20.15,24.24,8.35,15.89
"PUNJAB","GURDASPUR",0.0,25.2,5.4,19.8,22.24,8.64,13.6,21.29,8.64,12.65
"PUNJAB","HOSHIARPUR",0.0,29.3,3.3,26.0,35.76,8.01,27.75,35.3,8.01,27.29
"PUNJAB","JALANDHAR",0.0,20.0,3.0,17.0,17.16,3.46,13.7,15.37,3.42,11.95
"PUNJAB","KAPURTHALA",0.0,15.8,2.8,13.0,16.96,5.41,11.55,16.86,5.41,11.45
"PUNJAB","LUDHIANA",0.0,26.9,5.4,21.5,31.66,12.86,18.8,31.07,12.86,18.21
"PUNJAB","MANSA",0.0,17.65,2.65,15.0,19.41,5.16,14.25,19.04,5.06,13.98
"PUNJAB","MOGA",0.0,14.9,3.0,11.9,12.25,1.35,10.9,12.22,1.35,10.87
"PUNJAB","MUKTSAR",0.0,20.2,2.0,18.2,84.65,4.35,80.3,84.65,4.35,80.3
"PUNJAB","PATHANKOT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PUNJAB","PATIALA",0.0,27.15,6.15,21.0,27.07,9.61,17.46,26.78,9.61,17.17
"PUNJAB","RUPNAGAR",0.0,17.2,3.6,13.6,15.56,6.36,9.2,14.76,5.96,8.8
"PUNJAB","S A S NAGAR",0.0,21.5,4.9,16.6,23.27,7.27,16.0,20.99,6.67,14.32
"PUNJAB","SANGRUR",0.0,20.8,5.4,15.4,17.19,8.24,8.95,16.99,8.24,8.75
"PUNJAB","SHAHEED BHAGAT SINGH NAGAR",0.0,16.3,3.0,13.3,14.38,5.06,9.32,14.13,5.06,9.07
"PUNJAB","TARN TARAN",0.0,14.23,2.83,11.4,26.05,2.45,23.6,25.22,2.45,22.77
"RAJASTHAN","StateHQ(RAJASTHAN)",0.0,109.58,68.09,41.49,95.01,53.52,41.49,77.56,48.14,29.43
"RAJASTHAN","AJMER",0.0,34.48,21.35,13.13,47.45,34.28,13.18,38.65,30.11,8.54
"RAJASTHAN","ALWAR",0.0,38.46,23.0,15.46,58.4,47.1,11.3,52.0,43.53,8.48
"RAJASTHAN","BANSWARA",0.0,10.48,5.5,4.98,15.73,8.88,6.85,12.46,8.58,3.88
"RAJASTHAN","BARAN",0.0,9.98,6.0,3.98,15.62,8.91,6.72,10.98,7.07,3.91
"RAJASTHAN","BARMER",0.0,148.88,57.0,91.88,104.52,87.18,17.34,87.75,74.96,12.79
"RAJASTHAN","BHARATPUR",0.0,91.64,46.0,45.64,65.74,32.8,32.94,54.14,30.58,23.56
"RAJASTHAN","BHILWARA",0.0,33.96,25.0,8.96,64.09,56.93,7.16,57.27,51.84,5.43
"RAJASTHAN","BIKANER",0.0,46.06,20.5,25.56,77.83,45.46,32.37,61.72,38.01,23.71
"RAJASTHAN","BUNDI",0.0,9.6,6.0,3.6,13.07,8.13,4.94,10.48,6.87,3.62
"RAJASTHAN","CHITTAURGARH",0.0,16.96,9.75,7.21,29.52,16.29,13.23,23.11,14.94,8.18
"RAJASTHAN","CHURU",0.0,59.88,20.0,39.88,67.69,49.03,18.65,43.18,31.78,11.4
"RAJASTHAN","DAUSA",0.0,41.46,27.0,14.46,39.49,27.91,11.58,35.16,25.86,9.3
"RAJASTHAN","DHAULPUR",0.0,38.55,27.0,11.55,22.35,13.93,8.42,14.66,7.62,7.04
"RAJASTHAN","DUNGARPUR",0.0,9.23,5.25,3.98,16.34,11.1,5.24,9.08,7.54,1.54
"RAJASTHAN","GANGANAGAR",0.0,33.2,18.0,15.2,46.66,28.22,18.43,38.75,22.37,16.39
"RAJASTHAN","HANUMANGARH",0.0,17.23,9.0,8.23,30.49,17.81,12.67,28.71,17.16,11.55
"RAJASTHAN","JAIPUR",0.0,78.24,20.5,57.74,180.81,142.03,38.77,176.21,138.09,38.13
"RAJASTHAN","JAISALMER",0.0,89.95,34.0,55.95,170.33,119.26,51.07,112.43,72.68,39.75
"RAJASTHAN","JALOR",0.0,87.51,75.1,12.41,90.52,62.32,28.21,78.5,61.97,16.53
"RAJASTHAN","JHALAWAR",0.0,32.6,28.12,4.48,105.0,86.23,18.78,99.36,86.08,13.28
"RAJASTHAN","JHUNJHUNUN",0.0,27.45,18.0,9.45,83.65,70.48,13.16,51.63,41.48,10.15
"RAJASTHAN","JODHPUR",0.0,182.29,86.0,96.29,376.56,266.5,110.06,350.57,248.59,101.98
"RAJASTHAN","KARAULI",0.0,9.01,5.0,4.01,20.26,10.82,9.44,17.99,10.82,7.17
"RAJASTHAN","KOTA",0.0,10.98,7.0,3.98,30.45,22.25,8.2,21.25,16.7,4.55
"RAJASTHAN","NAGAUR",0.0,134.66,78.0,56.66,162.51,126.99,35.52,151.97,121.19,30.78
"RAJASTHAN","PALI",0.0,93.46,78.0,15.46,79.39,62.58,16.81,67.89,52.61,15.28
"RAJASTHAN","RAJSAMAND",0.0,10.73,7.0,3.73,23.4,15.51,7.89,20.14,13.07,7.07
"RAJASTHAN","SAWAI MADHOPUR",0.0,15.91,13.0,2.91,36.88,30.76,6.12,22.38,18.59,3.79
"RAJASTHAN","SIKAR",0.0,28.9,21.5,7.4,69.86,56.96,12.9,54.52,44.43,10.09
"RAJASTHAN","SIROHI",0.0,18.48,6.02,12.46,20.9,10.09,10.8,16.79,6.07,10.72
"RAJASTHAN","TONK",0.0,14.96,6.5,8.46,27.75,23.92,3.84,16.06,13.5,2.56
"RAJASTHAN","UDAIPUR",0.0,13.41,8.75,4.66,105.51,17.06,88.44,97.82,16.37,81.45
"SIKKIM","StateHQ(SIKKIM)",0.0,0.8,0.8,0.0,0.56,0.56,0.0,0.49,0.49,0.0
"SIKKIM","EAST (GANGTOK)",0.18,3.01,3.01,0.0,5.87,5.87,0.0,5.93,5.93,0.0
"SIKKIM","NORTH",0.0,2.09,2.09,0.0,3.46,3.46,0.0,3.46,3.46,0.0
"SIKKIM","SOUTH",0.0,2.61,2.61,0.0,7.33,7.33,0.0,7.33,7.33,0.0
"SIKKIM","WEST",0.55,5.18,5.18,0.0,7.18,7.18,0.0,7.29,7.29,0.0
"TAMIL NADU","StateHQ(TAMIL NADU)",0.0,0.0,0.0,0.0,21.7,21.7,0.0,21.14,21.14,0.0
"TAMIL NADU","ARIYALUR",0.0,2.48,0.87,1.6,15.65,6.72,8.93,13.04,5.64,7.4
"TAMIL NADU","COIMBATORE",1.65,71.44,20.52,50.92,38.36,15.21,23.15,34.02,15.87,18.16
"TAMIL NADU","CUDDALORE",0.0,7.78,3.95,3.84,13.64,5.83,7.81,12.29,5.04,7.25
"TAMIL NADU","DHARMAPURI",0.0,5.33,4.26,1.07,7.86,5.02,2.84,5.85,3.57,2.28
"TAMIL NADU","DINDIGUL",0.0,23.57,10.82,12.76,18.69,9.74,8.95,16.4,9.49,6.9
"TAMIL NADU","ERODE",0.0,9.11,3.23,5.88,10.76,5.28,5.48,8.32,4.43,3.89
"TAMIL NADU","KANCHIPURAM",0.0,7.92,4.74,3.18,13.9,7.48,6.43,11.57,5.8,5.77
"TAMIL NADU","KANNIYAKUMARI",0.0,8.64,2.43,6.21,31.12,5.75,25.37,24.75,4.62,20.13
"TAMIL NADU","KARUR",0.0,10.05,4.79,5.26,17.03,6.82,10.21,13.78,6.0,7.78
"TAMIL NADU","KRISHNAGIRI",0.0,5.98,3.74,2.24,10.22,5.82,4.4,10.06,5.7,4.37
"TAMIL NADU","MADURAI",0.0,180.98,42.46,138.52,150.0,84.92,65.08,115.46,72.58,42.88
"TAMIL NADU","NAGAPATTINAM",0.0,60.67,23.35,37.32,21.42,8.38,13.03,19.16,7.94,11.22
"TAMIL NADU","NAMAKKAL",0.0,8.98,6.69,2.28,16.64,7.1,9.54,13.14,5.65,7.49
"TAMIL NADU","NILGIRIS",0.0,3.0,1.12,1.88,5.66,2.11,3.55,3.2,1.35,1.84
"TAMIL NADU","PERAMBALUR",0.0,27.3,13.3,14.0,9.86,5.6,4.26,9.24,5.45,3.79
"TAMIL NADU","PUDUKKOTTAI",0.0,6.41,2.53,3.88,10.93,5.23,5.7,8.89,5.01,3.89
"TAMIL NADU","RAMANATHAPURAM",0.0,4.35,1.81,2.54,17.25,2.66,14.59,13.42,2.09,11.33
"TAMIL NADU","SALEM",0.0,9.48,6.32,3.15,14.06,6.98,7.08,11.43,6.55,4.88
"TAMIL NADU","SIVAGANGA",0.0,4.22,1.81,2.41,15.57,4.27,11.3,10.41,3.11,7.3
"TAMIL NADU","THANJAVUR",0.0,9.56,3.27,6.3,7.39,2.11,5.28,6.46,1.5,4.96
"TAMIL NADU","THENI",0.0,2.67,1.2,1.46,5.34,2.75,2.59,5.0,2.45,2.55
"TAMIL NADU","THOOTHUKUDI",0.0,4.28,1.86,2.42,10.76,4.72,6.05,9.2,4.15,5.05
"TAMIL NADU","TIRUCHIRAPPALLI",1.05,24.09,9.88,14.2,32.11,8.33,23.78,31.23,8.67,22.56
"TAMIL NADU","TIRUNELVELI",0.0,8.82,4.1,4.72,21.28,8.78,12.5,20.04,8.09,11.95
"TAMIL NADU","TIRUPPUR",1.4,6.79,5.28,1.51,9.76,4.19,5.57,8.26,3.63,4.63
"TAMIL NADU","TIRUVALLUR",0.0,2.75,1.9,0.86,4.23,2.63,1.6,3.56,2.3,1.26
"TAMIL NADU","TIRUVANNAMALAI",0.0,15.72,9.37,6.35,18.62,9.24,9.38,16.94,8.65,8.3
"TAMIL NADU","TIRUVARUR",0.0,2.07,0.89,1.18,13.45,6.17,7.28,12.38,5.18,7.19
"TAMIL NADU","VELLORE",0.0,7.63,5.11,2.53,13.38,4.96,8.42,10.1,4.56,5.54
"TAMIL NADU","VILLUPURAM",0.0,12.93,5.98,6.95,19.21,9.65,9.56,18.83,9.3,9.53
"TAMIL NADU","VIRUDHUNAGAR",0.0,107.55,43.75,63.8,59.43,32.69,26.74,58.69,32.1,26.59
"TRIPURA","StateHQ(TRIPURA)",0.67,0.0,0.0,0.0,1.41,1.41,0.0,1.3,1.3,0.0
"TRIPURA","DHALAI  ",0.63,0.0,0.0,0.0,14.01,11.67,2.35,14.94,12.25,2.7
"TRIPURA","GOMATI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TRIPURA","KHOWAI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TRIPURA","NORTH TRIPURA",0.78,0.0,0.0,0.0,21.16,19.46,1.7,22.0,20.0,2.0
"TRIPURA","SEPAHIJALA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TRIPURA","SOUTH TRIPURA",2.42,0.0,0.0,0.0,38.63,36.07,2.56,40.6,37.96,2.64
"TRIPURA","UNAKOTI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TRIPURA","WEST TRIPURA",1.98,0.0,0.0,0.0,39.5,35.29,4.22,41.12,36.87,4.25
"UTTAR PRADESH","StateHQ(UTTAR PRADESH)",0.0,534.39,174.98,359.41,118.19,93.96,24.23,102.35,78.12,24.23
"UTTAR PRADESH","AGRA",0.0,33.3,16.65,16.65,172.41,67.63,104.77,155.28,66.16,89.11
"UTTAR PRADESH","ALIGARH",0.0,10.78,5.39,5.39,13.66,6.29,7.37,12.38,6.08,6.3
"UTTAR PRADESH","ALLAHABAD",0.0,13.44,6.72,6.72,52.72,32.46,20.25,45.44,27.11,18.33
"UTTAR PRADESH","AMBEDKAR NAGAR",0.0,8.12,4.06,4.06,4.87,2.06,2.8,4.37,1.99,2.38
"UTTAR PRADESH","AURAIYA",0.0,8.4,4.2,4.2,10.49,5.69,4.8,8.49,4.47,4.02
"UTTAR PRADESH","AZAMGARH",0.0,10.94,5.47,5.47,19.07,7.25,11.82,17.15,7.07,10.08
"UTTAR PRADESH","BAGHPAT",0.0,8.12,4.06,4.06,17.68,11.05,6.63,15.62,9.98,5.64
"UTTAR PRADESH","BAHRAICH",0.0,11.06,5.53,5.53,14.15,4.51,9.63,12.48,4.48,8.0
"UTTAR PRADESH","BALLIA",0.0,13.6,6.8,6.8,26.42,8.76,17.66,24.07,9.12,14.95
"UTTAR PRADESH","BALRAMPUR",0.0,8.12,4.06,4.06,6.85,3.66,3.19,6.28,3.56,2.72
"UTTAR PRADESH","BANDA",0.0,10.78,5.39,5.39,39.51,21.22,18.3,37.02,20.14,16.88
"UTTAR PRADESH","BARABANKI",0.0,8.26,4.13,4.13,12.75,4.33,8.41,10.94,3.92,7.03
"UTTAR PRADESH","BAREILLY",0.0,8.26,4.13,4.13,12.97,5.91,7.05,11.52,5.45,6.07
"UTTAR PRADESH","BASTI",0.0,8.12,4.06,4.06,11.7,4.26,7.45,10.49,4.1,6.39
"UTTAR PRADESH","BIJNOR",0.0,8.12,4.06,4.06,38.75,17.64,21.11,35.0,16.89,18.11
"UTTAR PRADESH","BUDAUN",0.0,8.4,4.2,4.2,18.82,10.47,8.35,16.56,9.52,7.04
"UTTAR PRADESH","BULANDSHAHR",0.0,8.26,4.13,4.13,14.6,7.68,6.93,13.14,7.29,5.85
"UTTAR PRADESH","CHANDAULI",0.0,7.06,3.53,3.53,19.99,9.25,10.74,17.84,8.35,9.49
"UTTAR PRADESH","CHATRAPTI SHAHU JI NAGAR",0.0,9.1,4.55,4.55,14.55,5.06,9.49,13.63,5.02,8.61
"UTTAR PRADESH","CHITRAKOOT",0.0,10.66,5.33,5.33,60.23,31.93,28.3,43.34,18.28,25.06
"UTTAR PRADESH","DEORIA",0.0,8.12,4.06,4.06,14.19,7.26,6.93,12.82,6.8,6.02
"UTTAR PRADESH","ETAH",0.0,4.06,2.03,2.03,18.93,8.96,9.97,16.83,8.37,8.45
"UTTAR PRADESH","ETAWAH",0.0,9.46,4.73,4.73,13.25,2.27,10.98,11.23,2.08,9.15
"UTTAR PRADESH","FAIZABAD",0.0,11.06,5.53,5.53,6.86,2.9,3.96,6.18,2.84,3.34
"UTTAR PRADESH","FARRUKHABAD",0.0,8.12,4.06,4.06,22.5,8.86,13.64,20.12,8.77,11.35
"UTTAR PRADESH","FATEHPUR",0.0,10.94,5.47,5.47,16.96,10.51,6.45,13.49,7.81,5.68
"UTTAR PRADESH","FIROZABAD",0.0,8.26,4.13,4.13,50.03,24.76,25.27,46.15,24.71,21.44
"UTTAR PRADESH","GAUTAM BUDDHA NAGAR",0.0,10.94,5.47,5.47,6.42,2.65,3.77,5.48,2.25,3.22
"UTTAR PRADESH","GHAZIABAD",0.0,10.78,5.39,5.39,16.24,7.04,9.2,14.15,6.41,7.74
"UTTAR PRADESH","GHAZIPUR",0.0,10.78,5.39,5.39,18.07,6.46,11.61,16.69,6.43,10.26
"UTTAR PRADESH","GONDA",0.0,9.6,4.8,4.8,14.94,8.58,6.36,13.61,8.21,5.4
"UTTAR PRADESH","GORAKHPUR",0.0,13.44,6.72,6.72,26.97,11.06,15.91,23.37,9.87,13.5
"UTTAR PRADESH","HAMIRPUR",0.0,8.12,4.06,4.06,36.14,23.38,12.75,24.5,12.53,11.98
"UTTAR PRADESH","HARDOI",0.0,8.12,4.06,4.06,12.21,3.86,8.35,10.8,3.8,7.0
"UTTAR PRADESH","JALAUN",0.0,8.26,4.13,4.13,31.01,16.26,14.75,25.15,11.47,13.68
"UTTAR PRADESH","JAUNPUR",0.0,11.0,5.5,5.5,25.38,10.76,14.62,22.2,9.45,12.76
"UTTAR PRADESH","JHANSI",0.0,11.06,5.53,5.53,54.32,32.71,21.62,51.25,31.5,19.75
"UTTAR PRADESH","JYOTIBA PHOOLE NAGAR",0.0,8.12,4.06,4.06,11.32,6.26,5.07,10.37,6.12,4.25
"UTTAR PRADESH","KANNAUJ",0.0,9.6,4.8,4.8,9.34,3.88,5.46,8.48,3.8,4.68
"UTTAR PRADESH","KANPUR DEHAT",0.0,8.12,4.06,4.06,18.46,8.29,10.17,14.65,5.96,8.69
"UTTAR PRADESH","KANPUR NAGAR",0.0,13.6,6.8,6.8,33.94,19.2,14.75,29.88,17.41,12.47
"UTTAR PRADESH","Kanshiram Nagar",0.0,4.06,2.03,2.03,13.58,9.14,4.45,11.77,8.04,3.73
"UTTAR PRADESH","KAUSHAMBI",0.0,8.4,4.2,4.2,16.17,9.83,6.34,11.49,6.04,5.44
"UTTAR PRADESH","KHERI",0.0,10.78,5.39,5.39,22.04,9.03,13.01,19.41,8.52,10.89
"UTTAR PRADESH","KUSHI NAGAR",0.0,8.26,4.13,4.13,18.78,9.24,9.54,16.87,8.65,8.22
"UTTAR PRADESH","LALITPUR",0.0,8.26,4.13,4.13,22.61,12.68,9.93,18.65,9.33,9.32
"UTTAR PRADESH","LUCKNOW",0.0,13.6,6.8,6.8,22.68,14.02,8.66,14.17,6.91,7.27
"UTTAR PRADESH","MAHAMAYA NAGAR",0.0,8.12,4.06,4.06,24.02,16.02,8.0,21.63,15.63,6.0
"UTTAR PRADESH","MAHARAJGANJ",0.0,8.4,4.2,4.2,9.12,3.35,5.77,8.21,3.26,4.94
"UTTAR PRADESH","MAHOBA",0.0,8.26,4.13,4.13,32.89,26.02,6.88,28.01,21.76,6.24
"UTTAR PRADESH","MAINPURI",0.0,8.26,4.13,4.13,12.61,7.11,5.5,11.12,6.49,4.63
"UTTAR PRADESH","MATHURA",0.0,13.72,6.86,6.86,52.65,15.97,36.68,47.2,15.65,31.55
"UTTAR PRADESH","MAU",0.0,6.78,3.39,3.39,11.29,3.59,7.7,9.74,3.15,6.59
"UTTAR PRADESH","MEERUT",0.0,10.94,5.47,5.47,19.99,10.02,9.96,16.22,8.64,7.58
"UTTAR PRADESH","MIRZAPUR",0.0,8.26,4.13,4.13,34.0,17.86,16.13,27.02,13.23,13.8
"UTTAR PRADESH","MORADABAD",0.0,10.94,5.47,5.47,21.57,10.59,10.98,19.12,9.9,9.22
"UTTAR PRADESH","MUZAFFARNAGAR",0.0,8.4,4.2,4.2,22.34,7.23,15.11,19.15,6.43,12.72
"UTTAR PRADESH","PILIBHIT",0.0,8.26,4.13,4.13,9.12,4.67,4.45,8.09,4.34,3.75
"UTTAR PRADESH","PRATAPGARH",0.0,10.78,5.39,5.39,16.35,4.96,11.39,14.77,4.89,9.88
"UTTAR PRADESH","RAE BARELI",0.0,9.1,4.55,4.55,19.25,8.84,10.4,15.68,6.45,9.24
"UTTAR PRADESH","RAMPUR",0.0,8.4,4.2,4.2,8.83,4.18,4.65,7.83,3.91,3.92
"UTTAR PRADESH","SAHARANPUR",0.0,8.12,4.06,4.06,27.0,9.35,17.65,24.05,8.96,15.09
"UTTAR PRADESH","SANT KABEER NAGAR",0.0,8.26,4.13,4.13,5.68,2.28,3.4,5.02,2.15,2.87
"UTTAR PRADESH","SANT RAVIDAS NAGAR",0.0,8.12,4.06,4.06,7.75,2.46,5.29,7.03,2.38,4.65
"UTTAR PRADESH","SHAHJAHANPUR",0.0,8.26,4.13,4.13,11.88,3.12,8.76,9.94,2.59,7.35
"UTTAR PRADESH","SHRAVASTI",0.0,8.26,4.13,4.13,3.22,1.48,1.75,2.95,1.45,1.5
"UTTAR PRADESH","SIDDHARTH NAGAR",0.0,8.52,4.26,4.26,10.24,3.63,6.61,8.81,3.02,5.79
"UTTAR PRADESH","SITAPUR",0.0,8.26,4.13,4.13,13.4,5.22,8.18,11.87,5.0,6.87
"UTTAR PRADESH","SONBHADRA",0.0,8.12,4.06,4.06,42.19,28.28,13.91,27.25,15.55,11.7
"UTTAR PRADESH","SULTANPUR",0.0,9.1,4.55,4.55,11.6,5.49,6.11,10.66,5.33,5.33
"UTTAR PRADESH","UNNAO",0.0,13.72,6.86,6.86,38.92,17.07,21.86,35.26,16.57,18.69
"UTTAR PRADESH","VARANASI",0.0,14.0,7.0,7.0,13.92,6.37,7.55,13.22,6.29,6.92
"UTTARAKHAND","StateHQ(UTTARAKHAND)",0.0,0.0,0.0,0.0,14.73,0.0,14.73,0.0,0.0,0.0
"UTTARAKHAND","ALMORA",13.02,0.0,0.0,0.0,31.24,11.66,19.58,45.05,18.93,26.12
"UTTARAKHAND","BAGESHWAR",3.44,0.0,0.0,0.0,9.8,2.44,7.37,12.7,2.94,9.76
"UTTARAKHAND","CHAMOLI",3.75,0.0,0.0,0.0,12.19,0.72,11.48,11.91,0.87,11.04
"UTTARAKHAND","CHAMPAWAT",1.52,0.0,0.0,0.0,15.42,1.33,14.09,12.41,0.73,11.68
"UTTARAKHAND","DEHRADUN",7.24,0.0,0.0,0.0,50.55,23.97,26.58,43.57,14.76,28.81
"UTTARAKHAND","GARHWAL",8.51,0.0,0.0,0.0,23.31,3.33,19.98,42.75,9.46,33.29
"UTTARAKHAND","HARDWAR",1.52,0.0,0.0,0.0,14.38,5.46,8.91,8.42,3.48,4.94
"UTTARAKHAND","NAINITAL",1.09,0.0,0.0,0.0,40.56,14.03,26.53,38.03,6.49,31.54
"UTTARAKHAND","PITHORAGARH",3.08,0.0,0.0,0.0,33.74,8.55,25.19,31.3,7.28,24.01
"UTTARAKHAND","RUDRAPRAYAG",15.22,0.0,0.0,0.0,24.73,15.17,9.56,25.41,16.23,9.18
"UTTARAKHAND","TEHRI GARHWAL",19.86,0.0,0.0,0.0,49.71,19.67,30.04,69.57,30.59,38.98
"UTTARAKHAND","UDHAM SINGH NAGAR",0.73,0.0,0.0,0.0,7.91,2.71,5.19,9.07,1.71,7.36
"UTTARAKHAND","UTTARKASHI",2.1,0.0,0.0,0.0,26.01,10.18,15.83,18.51,5.18,13.33
"WEST BENGAL","StateHQ(WEST BENGAL)",0.0,8.0,8.0,0.0,8.73,3.99,4.74,8.67,3.99,4.68
"WEST BENGAL","BANKURA",0.0,32.19,11.68,20.51,19.5,13.6,5.9,19.0,13.6,5.4
"WEST BENGAL","BARDHAMAN",0.0,67.57,9.41,58.15,38.89,17.48,21.41,38.24,17.48,20.75
"WEST BENGAL","BIRBHUM",0.0,53.99,11.86,42.13,19.79,6.44,13.35,19.58,6.44,13.14
"WEST BENGAL","COOCHBEHAR",0.0,36.06,5.86,30.2,17.69,6.0,11.68,17.69,6.0,11.68
"WEST BENGAL","DAKSHIN DINAJPUR",0.0,22.59,8.67,13.92,19.62,11.4,8.23,19.62,11.4,8.23
"WEST BENGAL","DARJEELING",0.0,85.01,12.68,72.32,34.75,13.64,21.11,34.46,13.64,20.82
"WEST BENGAL","HOOGHLY",0.0,37.4,5.94,31.47,21.98,14.44,7.54,21.9,14.44,7.46
"WEST BENGAL","HOWRAH",0.0,25.88,4.19,21.69,21.72,10.87,10.85,21.64,10.87,10.77
"WEST BENGAL","JALPAIGURI",0.0,33.55,9.4,24.15,11.3,9.28,2.03,11.3,9.28,2.03
"WEST BENGAL","KOLKATA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WEST BENGAL","MALDAH",0.0,112.64,21.76,90.88,78.38,51.5,26.88,77.28,51.5,25.78
"WEST BENGAL","MEDINIPUR",0.12,72.39,15.38,57.02,50.07,13.2,36.87,49.02,13.2,35.82
"WEST BENGAL","MURSHIDABAD",0.0,90.77,57.36,33.41,65.59,49.81,15.78,64.94,49.81,15.12
"WEST BENGAL","NADIA",0.0,94.8,75.56,19.23,180.04,170.76,9.29,180.04,170.76,9.29
"WEST BENGAL","NORTH 24 PARAGANAS",0.0,44.01,20.33,23.68,38.19,28.94,9.25,38.13,28.94,9.19
"WEST BENGAL","PURBA MEDINIPUR",0.0,103.02,10.25,92.77,30.78,16.22,14.56,30.78,16.21,14.56
"WEST BENGAL","PURULIA",0.0,57.18,14.78,42.4,60.71,36.45,24.25,60.31,36.45,23.85
"WEST BENGAL","SOUTH 24 PARAGANAS",0.0,69.79,10.7,59.09,60.71,39.97,20.73,59.84,39.97,19.87
"WEST BENGAL","UTTAR DINAJPUR",0.0,9.68,7.81,1.87,13.81,7.41,6.4,13.81,7.41,6.4
