-----
{
 "description": "Approved Outlay, Revised Outlay & Expenditure State-wise and Sector-wise for major Heads of Development for the Annual Plan 2010-11 (all figures are in Rs. Lakh) ", 
 "file_name": "spoutlay_1011_ds.xls", 
 "title": "State wise/Sector wise Approved Outlay, Revised Outlay and Expenditure for Annual Plan 2010-11 ", 
 "url": "http://data.gov.in/sites/default/files/spoutlay_1011_ds.xls"
}
-----
"sl_no","Fin_year","Major_head","HeadsofDevelopment-all-figures-in-Rs-lakhs","Andhra-Pradesh-Approved-Outlay","Andhra-Pradesh-Revised-Outlay-anticipated-expenditure","Arunachal-Pradesh-Approved-Outlay","Arunachal-Pradesh-Revised-Outlay-anticipated-expenditure","Assam-Approved-Outlay","Assam-Revised-Outlay-anticipated-expenditure","Bihar-Approved-Outlay","Bihar-Revised-Outlay-anticipated-expenditure","Chhatisgarh-Approved-Outlay","Chhatisgarh-Revised-Outlay-anticipated-expenditure","Goa-Approved-Outlay","Goa-Revised-Outlay-anticipated-expenditure","Gujarat-Approved-Outlay","Gujarat-Revised-Outlay-anticipated-expenditure","Haryana-Approved-Outlay","Haryana-Revised-Outlay-anticipated-expenditure","Himachal-pradesh-Approved-Outlay","Himachal-pradesh-Revised-Outlay-anticipated-expenditure","Jammu-Kashmir-Approved-Outlay","Jammu-Kashmir-Revised-Outlay-anticipated-expenditure","Jharkhand-Approved-Outlay","Jharkhand-Revised-Outlay-anticipated-expenditure","Karnataka-Approved-Outlay","Karnataka-Revised-Outlay-anticipated-expenditure","Kerala-Approved-Outlay","Kerala-Revised-Outlay-anticipated-expenditure","MP-Approved-Outlay","MP-Revised-Outlay-anticipated-expenditure","Maharashtra-Approved-Outlay","Maharashtra-Revised-Outlay-anticipated-expenditure","Manipur-Approved-Outlay","Manipur-Revised-Outlay-anticipated-expenditure","Meghalaya-Approved-Outlay","Meghalaya-Revised-Outlay-anticipated-expenditure","Mizoram-Approved-Outlay","Mizoram-Revised-Outlay-anticipated-expenditure","Nagaland-Approved-Outlay","Nagaland-Revised-Outlay-anticipated-expenditure","Orissa-Approved-Outlay","Orissa-Revised-Outlay-anticipated-expenditure","Punjab-Approved-Outlay","Punjab-Revised-Outlay-anticipated-expenditure","Rajasthan-Approved-Outlay","Rajasthan-Revised-Outlay-anticipated-expenditure","Sikkim-Approved-Outlay","Sikkim-Revised-Outlay-anticipated-expenditure","TamilNadu-Approved-Outlay","TamilNadu-Revised-Outlay-anticipated-expenditure","Tripura-Approved-Outlay","Tripura-Revised-Outlay-anticipated-expenditure","UP-Approved-Outlay","UP-Revised-Outlay-anticipated-expenditure","Uttrakhand-Approved-Outlay","Uttrakhand-Revised-Outlay-anticipated-expenditure","WB-Approved-Outlay","WB-Revised-Outlay-anticipated-expenditure","Total-States-Approved-Outlay","Total-States-Revised-Outlay-anticipated-expenditure","AandN-Islands-Approved-Outlay","AandN-Islands-Revised-Outlay-anticipated-expenditure","Chandigarh-Approved-Outlay","Chandigarh-Revised-Outlay-anticipated-expenditure","DandN-Haveli-Approved-Outlay","DandN-Haveli-Revised-Outlay-anticipated-expenditure","DandDiu-Approved-Outlay","DandDiu-Revised-Outlay-anticipated-expenditure","Delhi-Approved-Outlay","Delhi-Revised-Outlay-anticipated-expenditure","Lakshadweep-Approved-Outlay","Lakshadweep-Revised-Outlay-anticipated-expenditure","Puducherry-Approved-Outlay","Puducherry-Revised-Outlay-anticipated-expenditure","Total-UTs-Approved-Outlay","Total-UTs-Revised-Outlay-anticipated-expenditure","Total-States-UTs-Approved-Outlay","Total-States-UTs-Revised-Outlay-anticipated-expenditure"
"X","2010-11","SOCIAL SERVICES","Education: 4. Art & Culture",5890.67,7974.67,2716.8,2741.9,6433.0,5588.0,1853.19,1853.19,885.22,885.22,7100.0,7100.0,14964.46,14964.46,116.5,116.5,580.0,580.0,1731.62,1731.62,2595.0,2595.0,20272.0,22141.0,3405.0,3405.0,1558.55,1558.55,7957.0,7957.0,2183.0,2496.17,650.0,650.0,188.0,196.0,636.0,668.98,1109.0,963.0,8172.1,4962.34,678.25,878.25,1775.0,1775.0,1343.66,623.0,64.41,49.69,1886.0,2217.0,1259.87,1259.87,3187.2,3187.2,101191.5,101118.61,204.0,204.0,247.0,247.0,17.0,17.0,69.0,69.0,4780.0,4780.0,210.0,210.0,800.0,782.0,6327.0,6309.0,107518.5,107427.61
"X","2010-11","SOCIAL SERVICES","Education: SubTotal (Education)",240640.09,225256.94,15787.2,17984.01,71148.0,69112.0,266868.07,295360.12,313196.85,313196.85,24928.0,24928.0,192362.0,192362.0,147686.5,147686.5,32504.0,32504.0,97499.09,97499.09,112150.0,112150.0,263446.0,320312.0,49955.0,49955.0,278893.5,278893.5,191800.0,191800.0,13050.48,17591.97,17900.0,17900.0,15886.0,17351.0,12967.0,13067.54,108663.57,108548.0,75482.77,90970.8,148259.06,151182.11,19277.45,19277.45,101561.46,105372.0,15370.56,14029.53,331359.0,408091.0,58841.33,58841.33,163010.2,163010.2,3380493.18,3554232.94,11671.0,11671.0,8972.0,8972.0,3838.0,3838.0,1731.0,1731.0,115315.0,115315.0,2110.0,2110.0,34880.0,23148.0,178517.0,166785.0,3559010.18,3721017.94
"X","2010-11","SOCIAL SERVICES","5. Medical & Public Health",155042.37,150858.11,7052.0,7698.88,57176.0,57176.0,30000.0,19500.0,60910.55,60910.55,10800.0,10800.0,190000.0,190000.0,31276.4,31276.4,14419.0,14419.0,33608.13,33608.13,38500.0,38500.0,108676.0,109949.0,17134.0,17134.0,38424.65,38424.65,112612.0,112612.0,8270.33,14973.56,10200.0,10200.0,6940.0,6140.0,4917.0,4917.0,16500.0,16642.0,15066.86,11188.67,47501.45,44678.66,7002.13,7002.13,97554.5,144025.0,12562.04,10809.54,186563.0,152913.0,30310.13,30310.13,68435.0,68435.0,1417453.54,1415101.41,6401.0,6401.0,6304.0,6304.0,2066.0,2066.0,1148.0,1148.0,129255.0,129255.0,1250.0,1250.0,17926.34,17033.0,164350.34,163457.0,1581803.88,1578558.41
"X","2010-11","SOCIAL SERVICES","6. Water Supply & Sanitation",76186.0,84427.0,13634.6,15489.83,21715.0,21140.92,30690.74,32940.74,23716.8,23716.8,20887.0,20887.0,220918.26,220918.26,65000.0,65000.0,22362.0,22362.0,19915.94,19915.94,30000.0,30000.0,169609.0,167562.0,105800.0,105800.0,34814.55,34814.55,82650.0,82650.0,10425.0,19248.1,7400.0,7400.0,6855.0,7050.0,2357.0,2157.0,25870.0,22400.0,41277.1,61216.51,123094.54,120407.66,2545.59,2545.59,104446.18,87602.0,7782.79,7378.13,141951.0,97549.0,42761.04,42761.04,27220.0,27220.0,1481885.13,1452560.07,5722.0,5722.0,290.0,290.0,958.0,958.0,1055.0,1055.0,150000.0,150000.0,1000.0,1000.0,18159.0,9671.0,177184.0,168696.0,1659069.13,1621256.07
"X","2010-11","SOCIAL SERVICES","7. Housing (incl. Police Housing)                       ",180838.0,180838.0,3630.66,3882.13,220.0,362.0,105563.72,98655.34,7207.2,7207.2,1428.0,1428.0,142199.84,142199.84,13604.0,13604.0,5377.0,5377.0,900.0,900.0,800.0,800.0,94523.0,81023.0,4222.0,4222.0,14967.72,14967.72,273146.0,273146.0,3397.97,6513.84,1000.0,1000.0,2010.0,2224.0,11435.0,11035.0,14001.0,17001.0,300.2,100.2,37285.56,37422.76,2262.85,2262.85,26988.42,10412.0,3396.5,1917.92,72265.0,80678.0,0.03,0.03,76083.0,76083.0,1099052.67,1075262.83,5378.0,5378.0,2898.0,2898.0,190.0,190.0,207.0,207.0,11080.0,11080.0,1000.0,1000.0,30465.87,19978.0,51218.87,40731.0,1150271.54,1115993.83
"X","2010-11","SOCIAL SERVICES","8. Urban Development (incl. State Capital Projects & slum Area Development )",274803.71,275971.5,11959.0,13030.4,64104.0,66348.08,77200.0,29880.23,94501.3,94501.3,16282.0,16282.0,289995.5,289995.5,70530.5,70530.5,9898.0,9898.0,26498.98,26498.98,37200.0,37200.0,415880.0,320659.0,90136.0,90136.0,92444.42,92444.42,276979.0,276979.0,10605.03,15585.27,14595.0,14595.0,9952.0,4637.24,11157.0,11495.37,32200.0,25700.0,5725.0,14696.0,212622.93,240413.49,19934.1,19934.1,153919.44,125253.0,8869.25,3985.57,374443.0,293327.0,45844.58,45844.58,299268.8,299268.8,3047548.54,2825090.33,3063.0,3063.0,17819.0,17819.0,3079.0,3079.0,1550.0,1550.0,132470.0,132470.0,500.0,500.0,13270.98,8590.0,171751.98,167071.0,3219300.52,2992161.33
"X","2010-11","SOCIAL SERVICES","9. Information & Publicity",2788.8,2690.25,223.0,428.0,2345.0,2345.0,851.43,717.44,60.0,60.0,1210.0,1210.0,5000.0,5000.0,1800.0,1800.0,75.0,75.0,547.56,547.56,1500.0,1500.0,2770.0,3695.0,1600.0,1600.0,415.0,415.0,880.0,880.0,131.0,131.0,925.0,925.0,285.0,291.51,530.0,530.0,505.0,565.0,1101.0,967.0,0.01,7.0,342.55,342.55,34.01,335.0,930.16,749.44,50.0,50.0,1052.06,1052.06,751.1,751.1,28702.68,29659.91,175.0,175.0,30.0,30.0,10.0,10.0,29.0,29.0,0.0,0.0,200.0,200.0,170.0,170.0,614.0,614.0,29316.68,30273.91
"X","2010-11","SOCIAL SERVICES","10. Development of SCs, STs & OBCs",252954.74,255412.36,0.0,0.0,16001.0,16211.59,31075.32,36293.32,21007.9,21007.9,3454.0,3454.0,98100.0,98100.0,8190.0,8190.0,4921.0,4921.0,1853.2,1853.2,30807.0,30807.0,103159.0,104113.0,52971.0,52971.0,46515.28,46515.28,228211.0,228211.0,5070.0,5807.0,20.0,20.0,0.0,0.0,0.0,0.0,25650.0,26500.0,23364.86,21600.15,39027.6,43640.44,131.14,131.14,100318.5,100892.0,5429.73,4825.94,82045.0,89274.0,10002.54,10002.54,34430.0,34430.0,1224709.81,1245183.86,279.0,279.0,83.0,83.0,90.0,90.0,62.0,62.0,4975.0,4975.0,0.0,0.0,9413.0,8038.0,14902.0,13527.0,1239611.81,1258710.86
"X","2010-11","SOCIAL SERVICES","11. Labour & Employment",6860.0,6886.0,173.0,264.32,3893.0,2738.0,7866.53,4700.36,8164.57,8164.57,2164.9,2164.9,25997.0,25997.0,11512.8,11512.8,50.0,50.0,10925.8,10925.8,25355.0,25355.0,31568.0,25428.0,23950.0,23950.0,3969.09,3969.09,109961.0,109961.0,526.0,526.0,450.0,450.0,280.0,280.0,818.0,818.0,3293.3,2917.3,6167.54,3339.3,1109.04,1816.66,104.3,104.3,15409.36,16694.0,408.88,377.34,11247.0,11280.0,3398.33,3398.33,11628.0,11628.0,327250.44,315696.07,370.0,370.0,46.0,46.0,69.0,69.0,120.0,120.0,2400.0,2400.0,150.0,150.0,1000.0,811.0,4155.0,3966.0,331405.44,319662.07
"X","2010-11","SOCIAL SERVICES","12. Social Security & Social Welfare",30738.95,32230.45,2461.0,2605.0,16846.0,17346.0,113594.61,99152.88,19035.42,19035.42,14608.0,14608.0,34212.56,34212.56,386952.5,386952.5,2977.0,2977.0,13370.11,13370.11,41180.0,41180.0,74059.0,81644.0,17563.0,17563.0,82933.4,82933.4,"","",6165.65,9149.05,1550.0,1550.0,1434.0,1452.0,1931.0,1931.0,42406.5,48066.77,61345.87,65619.25,21240.94,21543.0,1213.0,1213.0,137638.02,151402.0,12317.57,10482.43,240556.0,222171.0,15107.37,15107.37,87867.3,87867.3,1481304.77,1483364.49,711.86,711.86,455.0,455.0,107.0,107.0,109.0,109.0,47650.0,47650.0,150.0,150.0,3980.5,4005.0,53163.36,53187.86,1534468.13,1536552.35
"X","2010-11","SOCIAL SERVICES","13. Empowerment of Women & Development of Children",46532.0,46532.0,447.0,300.0,6310.0,6310.0,51893.39,34183.9,135581.16,135581.16,1958.0,1958.0,100572.0,100572.0,16312.5,16312.5,8496.0,8496.0,9394.0,9394.0,52000.0,52000.0,78890.0,111936.0,1650.0,1650.0,95545.83,95545.83,391137.0,391137.0,800.0,800.0,982.0,982.0,500.0,500.0,1507.0,1507.0,44840.0,49869.0,13280.0,8380.0,35431.69,34615.61,452.8,452.8,121272.26,182688.0,1904.51,11.7,217698.0,215452.0,16087.94,16087.94,125511.5,125511.5,1576986.58,1648765.94,936.14,936.14,916.0,916.0,110.0,110.0,338.0,338.0,36400.0,36400.0,293.0,293.0,12715.5,12488.0,51708.64,51481.14,1628695.22,1700247.08
"X","2010-11","SOCIAL SERVICES","TOTAL - (X) ",1267384.66,1261102.61,55367.46,61682.57,259758.0,259089.59,715603.81,651384.33,683381.75,683381.75,97719.9,97719.9,1299357.16,1299357.16,752865.2,752865.2,101079.0,101079.0,214512.81,214512.81,369492.0,369492.0,1342580.0,1326321.0,364981.0,364981.0,688923.44,688923.44,1667376.0,1667376.0,58441.46,90325.79,55022.0,55022.0,44142.0,39925.75,47619.0,47457.91,313929.37,318209.07,243111.2,278077.88,665572.82,695727.39,53265.91,53265.91,859142.15,924675.0,68971.99,54567.54,1658177.0,1570785.0,223405.35,223405.35,894204.9,894204.9,15065387.34,15044917.85,34707.0,34707.0,37813.0,37813.0,10517.0,10517.0,6349.0,6349.0,629545.0,629545.0,6653.0,6653.0,141981.19,103932.0,867565.19,829516.0,15932952.53,15874433.85
"XI","2010-11","GENERAL SERVICES","GENERAL SERVICES",14755.5,14255.5,11927.0,16094.12,23498.0,27810.6,38563.4,47567.03,13142.43,13142.43,59185.0,59185.0,2481.22,2481.22,8490.8,8490.8,6674.0,6674.0,54320.78,54320.78,18300.0,18300.0,88474.0,60140.0,223412.0,223412.0,16922.32,16922.32,110003.0,110003.0,6205.64,20076.54,5345.0,5345.0,22650.2,5495.29,3888.0,4259.23,13517.5,9101.5,13857.67,17294.31,10064.31,19427.58,3484.9,3484.9,26638.81,5612.0,2479.3,13660.62,18530.0,11273.0,157959.32,157959.32,22154.0,22154.0,996924.1,973942.09,4729.0,4729.0,434.0,434.0,334.0,334.0,560.0,560.0,38716.0,38716.0,399.0,399.0,12605.5,9516.0,57777.5,54688.0,1054701.6,1028630.09
"XII","2010-11","GRAND TOTAL         ","GRAND TOTAL         ",3680000.0,3224870.883,250000.0,256092.77,764500.0,779968.0,2000000.0,1835146.85,1323000.0,1323000.0,271000.0,271000.0,3000000.0,3000000.0,1826000.0,1826000.0,300000.0,306029.92,600000.0,600000.0,924000.0,924000.0,3105003.0,3104998.0,1002500.0,1002500.0,1900000.0,1900000.0,3791602.0,3791602.0,260000.0,258187.68,223000.0,223000.0,150000.0,126395.0,150000.0,142882.08,1100000.0,1000000.0,915000.0,893052.24,2400000.0,2122251.0,117500.0,117500.0,2006800.0,2006799.0,186000.0,136821.0,4200000.0,3843213.0,680000.0,680000.0,1798500.0,1798500.0,38924405.0,37493809.423,95838.0,95838.0,45091.0,45091.0,19582.0,19582.0,16923.0,16923.0,1140000.0,1140000.0,32200.0,32200.0,250000.0,177000.0,1599634.0,1526634.0,40524039.0,39020443.423
