"Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Taxes on exports (% of tax revenue)","GC.TAX.EXPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0625282245458,0.112829953383,0.255905248067,0.153809116199,0.152772661278,0.139342125372,0.127366769699,0.189629289106,0.191947923694,0.181657273278,0.195197504867,0.126697993681,"","",0.06197574748,0.0510716860757,0.0549088513068,0.222541798239,0.293904820436,0.0129698155564,0.0216040910523,0.0209128737506,""
"Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.5865e+11,2.9696e+11,3.2672e+11,3.2278e+11,3.8525e+11,4.189e+11,4.6999e+11,5.0727e+11,5.6509e+11,6.5352e+11,7.2658e+11,7.7567e+11,8.8294e+11,1.00589e+12,1.15119e+12,1.38681e+12,1.62043e+12,1.76719e+12,1.85407e+12,1.73529e+12,2.16455e+12,2.55455e+12,""
"Taxes on goods and services (% of revenue)","GC.TAX.GSRV.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",35.8375015588,34.4185723061,33.1722373391,31.795346638,31.2601428108,28.3450394489,27.3423274052,27.2965017731,28.8651420807,27.9522153645,28.9181465768,30.139961765,30.3556632802,30.192309424,29.7032232096,30.7463268957,28.4730544183,24.8875813477,26.2473014008,23.7644874097,21.4934979823,24.1193926696,""
"Taxes on goods and services (% value added of industry and services)","GC.TAX.GSRV.VA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.88210962271,6.87914899968,6.53963639215,5.55247164287,5.64453314156,5.09815724616,4.97606928482,4.74419800121,4.5763464201,4.69492779597,4.74462681447,4.64716522471,4.76461416264,4.84171425179,4.78458777459,5.0379427005,5.01635776772,4.71808335564,4.25210108702,3.4530461224,3.63178006804,3.70883520318,""
"Customs and other import duties (current LCU)","GC.TAX.IMPT.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0608e+11,2.1978e+11,2.3269e+11,2.191e+11,2.6201e+11,3.5148e+11,4.2637e+11,3.9846e+11,4.0225e+11,4.8107e+11,4.7174e+11,4.0031e+11,4.4674e+11,4.8458e+11,5.7422e+11,6.488e+11,8.6067e+11,1.02799e+12,9.8099e+11,8.3243e+11,1.3163e+12,1.51505e+12,""
"Customs and other import duties (% of tax revenue)","GC.TAX.IMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",35.7939347622,32.6286409929,31.1762262685,29.3039803124,28.3886276464,31.5974001456,33.1130302418,28.6210933852,27.9750189514,28.0095719409,25.0224105831,21.4001999369,20.6569687329,19.0520000315,18.8294781576,17.7194170727,18.1763080978,17.3311169069,16.2067279257,13.3289673625,16.7279206189,16.2482304491,""
"Taxes on international trade (current LCU)","GC.TAX.INTT.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0644e+11,2.2256e+11,2.3776e+11,2.2193e+11,2.6789e+11,3.5757e+11,4.2851e+11,4.0193e+11,4.0668e+11,4.8419e+11,4.7542e+11,4.0268e+11,4.4852e+11,4.8629e+11,5.7611e+11,6.5067e+11,8.6327e+11,1.04119e+12,9.9878e+11,8.3324e+11,1.318e+12,1.517e+12,""
"Taxes on international trade (% of revenue)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",28.6034943816,25.7953847402,24.1400316777,21.8611477767,21.7372606297,24.1951199708,24.92917023,21.6280934367,20.7734626013,20.7096694169,18.9218878107,15.6468083122,15.4202121259,14.5962462593,14.8648997327,14.4257054112,15.1687722936,14.6632228699,14.1393149628,11.4110733591,13.0874455848,14.3231170577,""
"Other taxes (current LCU)","GC.TAX.OTHR.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3560000000.0,5170000000.0,6860000000.0,3940000000.0,3320000000.0,3300000000.0,3990000000.0,99770000000.0,5790000000.0,4220000000.0,4520000000.0,4220000000.0,3570000000.0,1760000000.0,1940000000.0,3260000000.0,3530000000.0,4400000000.0,5270000000.0,5940000000.0,6870000000.0,7660000000.0,""
"Other taxes (% of revenue)","GC.TAX.OTHR.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.493259252075,0.599218813384,0.696503269301,0.388108512776,0.269393054203,0.223295846697,0.232123845926,5.36868330849,0.295756733701,0.18049692257,0.179897633471,0.163975193895,0.12273735238,0.0528273117202,0.0500562487744,0.0722759611483,0.0620266732266,0.0619658089566,0.074605208208,0.0813472417944,0.0682175653776,0.0723237156639,""
"Tax revenue (current LCU)","GC.TAX.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.7574e+11,6.7358e+11,7.4637e+11,7.4768e+11,9.2294e+11,1.11237e+12,1.28762e+12,1.39219e+12,1.43789e+12,1.71752e+12,1.88527e+12,1.87059e+12,2.16266e+12,2.54346e+12,3.04958e+12,3.66152e+12,4.73512e+12,5.93147e+12,6.05298e+12,6.24527e+12,7.86888e+12,9.3244e+12,""
"Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9.82135494679,9.99562972558,9.63623837004,8.3881315148,8.82697396018,9.06780322806,9.0723671901,8.8539536613,7.97331599781,8.53554282115,8.69327868716,7.96561852105,8.54582521075,8.96247101609,9.40587112058,9.91376763656,11.0254813263,11.893650433,10.7511782286,9.6409953523,10.0943720805,10.3893649734,""
"Taxes on income, profits and capital gains (current LCU)","GC.TAX.YPKG.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0709e+11,1.4889e+11,1.7503e+11,1.9903e+11,2.6648e+11,3.326e+11,3.8513e+11,3.8322e+11,4.6033e+11,5.7559e+11,6.7875e+11,6.8802e+11,8.2763e+11,1.04952e+12,1.32034e+12,1.62078e+12,2.24789e+12,3.11869e+12,3.19486e+12,3.6708e+12,4.37946e+12,5.24519e+12,""
"Taxes on income, profits and capital gains (% of revenue)","GC.TAX.YPKG.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14.8379587935,17.2568064071,17.7709864761,19.6053901771,21.6228497241,22.5055147308,22.4054778901,20.6212971583,23.5139373445,24.6190103465,27.0144952916,26.7341736738,28.4540938236,31.5018864753,34.0676636633,35.9335681933,39.4983395126,43.9209428943,45.2283103407,50.2709520503,43.4870595151,49.5237115096,""
"Taxes on income, profits and capital gains (% of total taxes)","GC.TAX.YPKG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18.6004099072,22.1042786306,23.4508353766,26.6196768671,28.8729494875,29.9001231605,29.9102219599,27.5264152163,32.0142709108,33.5128557455,36.0028006599,36.7809086973,38.2690760452,41.2634757378,43.2957981099,44.265223186,47.4727145247,52.5787030871,52.7816050937,58.7772826475,55.655442706,56.2523057784,""
"Compensation of employees (current LCU)","GC.XPN.COMP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",99700000000.0,1.1069e+11,1.2624e+11,1.3357e+11,1.4497e+11,1.7036e+11,1.9549e+11,2.6546e+11,2.9391e+11,3.2158e+11,3.3864e+11,3.3229e+11,3.8881e+11,3.9158e+11,4.2804e+11,4.6473e+11,4.9343e+11,5.2837e+11,8.1592e+11,1.14088e+12,1.1552e+12,1.2201e+12,""
"Compensation of employees (% of expense)","GC.XPN.COMP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11.1763782705,10.896401008,10.9710948499,10.0678374915,9.66085384968,9.91941494317,9.95366598778,11.7682002358,11.5102645038,10.9253489976,10.2691310479,9.23235505767,9.7168976703,9.00165283937,8.87675937313,8.43218939721,7.63520957639,7.06914751997,8.58899322077,10.6340063009,9.08113989059,8.85973001823,""
"Goods and services expense (current LCU)","GC.XPN.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.2389e+11,1.3397e+11,1.4241e+11,1.8457e+11,2.0381e+11,2.4845e+11,2.4689e+11,2.6544e+11,3.0529e+11,3.6673e+11,3.8113e+11,4.4095e+11,4.6508e+11,4.8012e+11,6.2888e+11,6.9832e+11,7.2266e+11,7.8559e+11,9.2753e+11,9.6537e+11,1.18875e+12,1.26535e+12,""
"Goods and services expense (% of expense)","GC.XPN.GSRV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13.8880792772,13.1881004883,12.3763752977,13.911962011,13.5819729813,14.4662986771,12.5707739308,11.7673136088,11.9559343009,12.4592737045,11.5576243689,12.2513676688,11.6229900684,11.0370130273,13.041810192,12.6705108339,11.1822559481,10.5105354207,9.76388479515,8.99809854035,9.34487971342,9.18831192407,""
"Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.9948e+11,2.4955e+11,2.9055e+11,3.449e+11,4.1455e+11,4.7128e+11,5.5265e+11,6.1218e+11,7.3228e+11,8.6875e+11,9.7769e+11,1.05352e+12,1.14803e+12,1.20133e+12,1.23659e+12,1.28869e+12,1.45914e+12,1.65945e+12,1.87464e+12,2.07837e+12,2.37101e+12,2.61365e+12,""
"Interest payments (% of revenue)","GC.XPN.INTP.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",27.6391448326,28.923608294,29.4998578565,33.9742705727,33.6376176566,31.8893535247,32.1511888348,32.9417715525,37.4053093186,37.1579861334,38.9124153247,40.9362905858,39.4695133481,36.0585422664,31.9067302433,28.5709534884,25.638980162,23.3702640166,26.5385023748,28.4629068903,23.5435996632,24.6773994054,""
"Interest payments (% of expense)","GC.XPN.INTP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",22.3617245477,24.565876516,25.2507256705,25.9968342504,27.6257636986,27.4408421837,28.1390020367,27.1387659925,28.6779507022,29.5148856946,29.6480827256,29.2710304263,28.6908516562,27.6162102393,25.644593667,23.382347071,22.5783590404,22.2020494199,19.7338835319,19.3722386891,18.6387409037,18.9789634965,""
"Other expense (current LCU)","GC.XPN.OTHR.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10680000000.0,10070000000.0,7600000000.0,6110000000.0,5100000000.0,5970000000.0,6380000000.0,9160000000.0,27950000000.0,"","","",2.9405e+11,1.3117e+11,2.7339e+11,3.4746e+11,3.0219e+11,4.8275e+11,5.0852e+11,9.6495e+11,"","",""
"Other expense (% of expense)","GC.XPN.OTHR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.19722888595,0.99129784218,0.660490501104,0.460541192432,0.339865866271,0.34761039687,0.324847250509,0.406075168237,1.09459321861,"","","",7.34871469343,3.01533991251,5.66960388052,6.30441014773,4.67601074497,6.45879017595,5.35306749758,8.99418377048,"","",""
"Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8.9206e+11,1.01584e+12,1.15066e+12,1.3267e+12,1.500592e+12,1.71744e+12,1.964e+12,2.25574e+12,2.55346e+12,2.94343e+12,3.29765e+12,3.59919e+12,4.00138e+12,4.35009e+12,4.82203e+12,5.51138e+12,6.46256e+12,7.47431e+12,9.4996e+12,1.07286e+13,1.272087e+13,1.37713e+13,""
"Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15.2173513979,15.0746169726,14.8559481797,14.884086883,14.3516225419,14.0002049462,13.838033862,14.3458992177,14.1593191884,14.6279360974,15.2059866559,15.3265945636,15.8115903941,15.3285506917,14.8726686034,14.9223657598,15.0477357702,14.9873185514,16.8729935834,16.5620353862,16.3186114119,15.3441574641,""
"Subsidies and other transfers (current LCU)","GC.XPN.TRFT.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.8311e+11,3.353e+11,3.8953e+11,4.518e+11,4.994e+11,5.6996e+11,6.448e+11,7.2906e+11,6.9935e+11,"","","",1.70541e+12,2.14589e+12,2.25513e+12,2.71218e+12,3.48514e+12,4.01815e+12,5.37299e+12,5.57903e+12,3.17491e+12,2.99272e+12,""
"Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31.7366544851,33.0071664829,33.8527453809,34.0544207432,33.2801987482,33.1866033166,32.8309572301,32.3202142091,27.3883279942,"","","",42.6205459117,49.3297839815,46.7672328874,49.2105425501,53.9281646902,53.7594774635,56.5601709546,52.0014726991,24.9582772247,21.7315721827,""
"Business extent of disclosure index (0=less disclosure to 10=more disclosure)","IC.BUS.DISC.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
"Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",132.0,132.0
"New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.051450988508,0.052153688809,0.026817876546,0.067987139775,0.1094053055,0.058246308642,0.082177944149,0.087580848565,""
"New businesses registered (number)","IC.BUS.NREG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",36859.0,38129.0,20000.0,51700.0,84800.0,46000.0,64900.0,70450.0,""
"Credit depth of information index (0=low to 6=high)","IC.CRD.INFO.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
"Private credit bureau coverage (% of adults)","IC.CRD.PRVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,1.7,6.1,10.8,10.5,10.2,10.0,15.1,14.9
"Public credit registry coverage (% of adults)","IC.CRD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Average time to clear exports through customs (days)","IC.CUS.DURS.EX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.47,"","","",15.1,"","","","","",""
"Delay in obtaining an electrical connection (days)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",29.5,"","","","","",""
"Power outages in firms in a typical month (number)","IC.ELC.OUTG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","","","","",""
"Time required to get electricity (days)","IC.ELC.TIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",67.0,67.0,67.0,67.0
"Cost to export (US$ per container)","IC.EXP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",864.0,864.0,820.0,945.0,945.0,1055.0,1095.0,1120.0
"Documents to export (number)","IC.EXP.DOCS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
"Time to export (days)","IC.EXP.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",27.0,27.0,18.0,17.0,17.0,17.0,16.0,16.0
"Firms using banks to finance investment (% of firms)","IC.FRM.BNKS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",46.6,"","","","","",""
"Firms competing against unregistered firms (% of firms)","IC.FRM.CMPU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","","","","",""
"Informal payments to public officials (% of firms)","IC.FRM.CORR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",47.5,"","","","","",""
"Losses due to theft, robbery, vandalism, and arson (% sales)","IC.FRM.CRIM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1,"","","","","",""
"Time required to obtain an operating license (days)","IC.FRM.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","","","","",""
"Firms with female top manager (%)","IC.FRM.FEMM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","","","","",""
"Firms with female participation in ownership (% of firms)","IC.FRM.FEMO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9.1,"","","","","",""
"Firms formally registered when operations started (% of firms)","IC.FRM.FREG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","","","","",""
"Firms that do not report all sales for tax purposes (% of firms)","IC.FRM.INFM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",59.24,"","","","","",""
"ISO certification ownership (% of firms)","IC.FRM.ISOC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","","",22.5,"","","","","",""
"Value lost due to electrical outages (% of sales)","IC.FRM.OUTG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8.14,"","","",0.0,"","","","","",""
"Firms offering formal training (% of firms)","IC.FRM.TRNG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17.81,"","","",15.9,"","","","","",""
"Management time dealing with officials (% of management time)","IC.GOV.DURS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12.91,"","","",6.7,"","","","","",""
"Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1324.0,1324.0,990.0,1040.0,1040.0,1105.0,1150.0,1200.0
"Documents to import (number)","IC.IMP.DOCS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
"Time to import (days)","IC.IMP.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",41.0,41.0,21.0,20.0,20.0,20.0,20.0,20.0
"Time to resolve insolvency (years)","IC.ISV.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
"Strength of legal rights index (0=weak to 10=strong)","IC.LGL.CRED.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
"Time required to enforce a contract (days)","IC.LGL.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0
"Procedures to enforce a contract (number)","IC.LGL.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
"Time required to register property (days)","IC.PRP.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",61.0,61.0,62.0,62.0,45.0,44.0,44.0,44.0,44.0
"Procedures to register property (number)","IC.PRP.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0
"Cost of business start-up procedures (% of GNI per capita)","IC.REG.COST.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53.4,49.5,62.0,78.4,74.6,70.1,66.1,56.5,46.8,49.8
"Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",89.0,89.0,71.0,35.0,33.0,30.0,30.0,29.0,29.0,27.0
"Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11.0,11.0,11.0,11.0,13.0,13.0,13.0,12.0,12.0,12.0
"Time to prepare and pay taxes (hours)","IC.TAX.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",264.0,264.0,271.0,271.0,271.0,258.0,254.0,243.0
"Firms expected to give gifts in meetings with tax officials (% of firms)","IC.TAX.GIFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",52.3,"","","","","",""
"Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18.2
"Average number of times firms spent in meetings with tax officials","IC.TAX.METG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.6,"","","","","",""
"Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19.0
"Tax payments (number)","IC.TAX.PAYM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",55.0,58.0,59.0,59.0,59.0,56.0,33.0,33.0
"Profit tax (% of commercial profits)","IC.TAX.PRFT.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",24.6
"Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",65.5,72.8,71.5,69.0,64.7,63.3,61.8,61.8
"Time required to build a warehouse (days)","IC.WRH.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",227.0,227.0,227.0,227.0,227.0,227.0,227.0,196.0
"Procedures to build a warehouse (number)","IC.WRH.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
"Investment in energy with private participation (current US$)","IE.PPI.ENGY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",613600000.0,13400000.0,1050700000.0,311300000.0,1008300000.0,1553100000.0,969500000.0,1066300000.0,2499500000.0,1953780000.0,240000000.0,390320000.0,913170000.0,4256470000.0,943130000.0,5500800000.0,10236450000.0,12889380000.0,24503850000.0,37670210000.0,18216940000.0,""
"Investment in telecoms with private participation (current US$)","IE.PPI.TELE.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",96700000.0,682800000.0,1228700000.0,3827000000.0,672900000.0,1045400000.0,681600000.0,3415100000.0,5008400000.0,2079700000.0,3701220000.0,5665750000.0,6823200000.0,8168250000.0,9933800000.0,7829800000.0,20335300000.0,4147000000.0,""
"Investment in transport with private participation (current US$)","IE.PPI.TRAN.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1900000.0,"","","",125000000.0,"",182000000.0,405000000.0,301600000.0,466700000.0,96400000.0,350800000.0,719170000.0,579140000.0,1141400000.0,1526510000.0,10028470000.0,3924920000.0,5423650000.0,4871750000.0,14220870000.0,16570100000.0,""
"Investment in water and sanitation with private participation (current US$)","IE.PPI.WATR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,2100000.0,"","",110750000.0,0.0,"",142250000.0,75900000.0,23530000.0,"","",""
"Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","",11725.0,"","","",9586.0,9925.0,9051.0,8882.0,9744.0,9200.0,9517.0,10100.0,9763.0,9928.0,9370.1,9752.8,9617.6,9944.8,10190.4,10276.4,10800.5,11664.7,12462.2,13368.7,14635.3,16743.3,18202.9,18987.4,19917.3,"","",""
"Patent applications, nonresidents","IP.PAT.NRES",3782.0,4515.0,"",4798.0,4799.0,5054.0,4535.0,4065.0,4141.0,4158.0,3864.0,2929.0,2373.0,2372.0,2265.0,1917.0,1769.0,1702.0,1799.0,1857.0,1817.0,1834.0,1948.0,"",2291.0,2493.0,2497.0,2520.0,2504.0,2600.0,2673.0,2328.0,2176.0,2511.0,3212.0,5021.0,6901.0,8229.0,6707.0,2620.0,6332.0,8213.0,8772.0,9188.0,13452.0,19661.0,23242.0,28922.0,30387.0,27025.0,30909.0,33450.0,""
"Patent applications, residents","IP.PAT.RESD",721.0,774.0,"",878.0,902.0,948.0,894.0,1125.0,1217.0,1288.0,1278.0,1416.0,1322.0,1118.0,1268.0,1122.0,1324.0,1186.0,1173.0,1053.0,1207.0,1067.0,1128.0,"",1003.0,982.0,999.0,988.0,1033.0,1048.0,1147.0,1267.0,1248.0,1209.0,1588.0,1545.0,1661.0,1926.0,2247.0,2206.0,2206.0,2379.0,2693.0,3425.0,4014.0,4721.0,5686.0,6296.0,6425.0,7262.0,8853.0,8841.0,""
"Trademark applications, aggregate direct","IP.TMK.AGGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43234.0,43302.0,51704.0,"","","","","","","","","","","","","",""
"Trademark applications, Madrid","IP.TMK.MDRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trademark applications, direct nonresident","IP.TMK.NRES","","","",1308.0,1387.0,1336.0,1246.0,1303.0,1325.0,1512.0,1301.0,1351.0,1041.0,1331.0,1201.0,1005.0,985.0,721.0,975.0,1295.0,"",1185.0,2141.0,2821.0,1612.0,1725.0,3645.0,3166.0,4523.0,1799.0,1968.0,2014.0,2054.0,2862.0,3418.0,4614.0,"","","",5393.0,17013.0,10490.0,5930.0,15450.0,15090.0,12361.0,15209.0,6500.0,10801.0,7540.0,17805.0,22161.0,""
"Trademark applications, direct resident","IP.TMK.RESD","","","",5399.0,5207.0,5318.0,5521.0,5308.0,6141.0,6335.0,6099.0,7072.0,6552.0,6810.0,7394.0,8418.0,9481.0,9680.0,11226.0,11373.0,"",13212.0,12550.0,13049.0,14694.0,14189.0,14165.0,15061.0,15059.0,17047.0,18713.0,19980.0,20928.0,24623.0,33679.0,38109.0,"","","",60337.0,67262.0,79746.0,88190.0,76801.0,63906.0,73308.0,88210.0,117014.0,119371.0,134403.0,172120.0,176386.0,""
"Trademark applications, total","IP.TMK.TOTL","","","",6707.0,6594.0,6654.0,6767.0,6611.0,7466.0,7847.0,7400.0,8423.0,7593.0,8141.0,8595.0,9423.0,10466.0,10401.0,12201.0,12668.0,"",14397.0,14691.0,15870.0,16306.0,15914.0,17810.0,18227.0,19582.0,18846.0,20681.0,21994.0,22982.0,27485.0,37097.0,42723.0,43234.0,43302.0,51704.0,65730.0,84275.0,90236.0,94120.0,92251.0,78996.0,85669.0,103419.0,123514.0,130172.0,141943.0,189925.0,198547.0,""
"CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.5,3.5,3.5,3.5,3.5,3.5,3.0,""
