"HOTEL NAME","ADDRESS","STATE","PHONE","FAX","EMAIL ID","WEBSITE","TYPE","Rooms"
"Neelamabari Suite","""Villanchira,Thalakkodu P.O.Neriyamangalam, Ernakulam, KERALA""","KERALA",4852555123.0,4852555133.0,"infor@neelabarisuite.com","neelabarisuite.com","4 Star",22.0
"Excalibur Hotels & Resorts","""Carithas Junction,MC Road,Thellakon, Kottayam, KERALA""","KERALA",4812791781.0,4812711784.0,"hotel.excalibur@gmail.com","www.excalibur.in","4 Star",20.0
"Raj Residency","""Near New bus standAlamipally, Kanhangad, KERALA""","KERALA",4672208444.0,4672217294.0,"rajgrouphotels@gmail.com","rajgrouphotels.com","4 Star",198.0
"Muthoot Cardamom County Resort","""Kumily (PO)Thekkady, Idukki (Dist.) - 685536, KERALA""","KERALA","04869-224501","04869-222869/222807","reservations@muthoothotels.com","www.raxacollective.com","4 Star",44.0
"Hotel White Dammar International","""Pappanamcode, Trivandrum - 695 018, KERALA""","KERALA",4712496601.0,4712496602.0,"whitedammar@gmail.com","hotelwhitedammar@gmail.com","4 Star",12.0
"Hotel SP Grand Days","""Panavila JnThycaud P.O., Thiruvananthapuram - 695014, KERALA""","KERALA","0471-2333344","0471-2321000","mail@spgranddays.com","www.spgranddays.com","4 Star",69.0
"Hotel Peninsula Park Residency","""Motel and Resorts Pvt. Ltd.Parakode, Adoor, Pathanamthitta Dist., KERALA""","KERALA",4734243435.0,4734243345.0,"parkresidency.park@gmail.com","NA","4 Star",20.0
"Hotel Indraprastha","""Pattazhi P.O.Pathanapuram, Kollam Dist.-691522, KERALA""","KERALA","04752039600,2397888-",4752397889.0,"indraprasthapattazhi@yahoo.com","NA","4 Star",14.0
"Hotel Mangala Towers","""Paliyam RoadNear Bus Stand, Thrissur - 680001, KERALA""","KERALA","04872327461/2/3",4872325365.0,"mangalatowers@gmail.com","www.hotelmangalatowers.com","4 Star",24.0
"Hotel Soorya Regency","""Calicut By-Pass RoadKavungal, Malappuram - 676505, KERALA""","KERALA","0483-2735674-76","0483-2735677","sooryaregency@gmail.com","www.sooryaregency.com","4 Star",13.0
"Hotel Moonlit Regency","""4, Lane JunctionVengallor Muvatupuzha Road, Thodupuzha Idukki District-685584, KERALA""","KERALA","04862-229936/229937","04862-229938","info@moonlitregency.com/hotelmoonlit@ymail.com","NA","4 Star",22.0
"Hotel Sky Pearl","""Chovva, Kannur - 670006, KERALA""","KERALA","0479-5265060","0479-2786443","hotelskypearl@gmail.com","NA","4 Star",28.0
"The Royal Fort","""Hospital JunctionKundara P.O., Kollam Dist. - 691501, KERALA""","KERALA","0474-2520001-02-03","0474-2520004","info@theroyalfort.com","www.theroyalfort.com","4 Star",12.0
"Hotel Soorya Galaxy","""(A Unit of Sreebala Divelopers & Hotel Pvt. Ltd.)13/158 A, Calicut Road, Cheruvannur, P.O. Feroke, Calicut - 673731, KERALA""","KERALA","0495-2485150/2485240","0495-2455330","sooryagalaxy@gmail.com","NA","4 Star",12.0
"Cochin Seaport Hotel","""Thekken MalipuramVypin, Cochin - 682 508, KERALA""","KERALA",9846032737.0,"0484-2503757","seaporthotels@gmail.com","www.cochinseaporthotel.com","4 Star",25.0
"The Avenue Regent","""39/2026,M.G. Road, Kochi, KERALA""","KERALA",4842377977.0,484237529.0,"avenueregent@avenuehotels.in","NA","4 Star",55.0
"Spice Village","""Thekkady - Kumily Road, Thekkady - 685536, KERALA""","KERALA","04869-224514","04869-222317","spicevillage@cghearth.com","www.cghearth.com","4 Star",52.0
"Hotel Midhila Regency","""Midhila Regncy Cherplassery Hotels Pvt.Ltd.Pattambi road, Cherpulassery Palakkad Dist., kerala, KERALA""","KERALA","NA","NA","maltidutta50@yahoo.com","NA","4 Star",10.0
"Hotel Soorya Swagat","""Pudussery EastPalakkad, Walayar, KERALA""","KERALA",4912863100.0,4912863103.0,"www.sooryaswagath.in","NA","4 Star",14.0
"The Hotel Elegance","""Karuvanchal POThalimapram, Kannur, KERALA""","KERALA",4602247400.0,460247400.0,"maltidutta50@yahoo.com","NA","4 Star",13.0
"K R Grand Residency","""Parayil Market RoadKunnamkulam, Thrissur, KERALA""","KERALA",4885211563.0,"NA","maltidutta50@yahoo.com","NA","4 Star",14.0
"Hotel Dona Castle","""(Unit of Sunny Jacob Builders & Developers Pvt. Ltd.)Kottamukku, Kollam, KERALA""","KERALA",4742766669.0,4742760099.0,"donacastle@gmail.com","www.hoteldonacastle.com","4 Star",31.0
"Hotel Fairmont","""S.H. Mount,M.C. Road, Kottayam, KERALA""","KERALA",4812569256.0,4812569246.0,"info@hotelfairmont.in","www.hotelfairmont.in","4 Star",30.0
"Hotel Anandha Inn Pvt. Ltd.","""NO-154S.V PATEL ROAD, PONDICHERRY, KERALA""","KERALA",4132233000.0,4132331241.0,"checkin@anandhainn.com","www.anandhainn.com","4 Star",70.0
"Niya Regency","""Elthuruth Junction,Chettupuzha P.O., Thrissur, KERALA""","KERALA",4872363667.0,4872363667.0,"niyaregency@gmail.com","www.niyaregency.com","4 Star",20.0
"The South Park","""(Unit of Kerala Hotels Pvt. Ltd.)M.G. Road, Trivandrum - 695 034, KERALA""","KERALA","0471-2333333, 324233","0471-2331861","reservations@thesouthpark.com","www.thesouthpark.com","4 Star",82.0
"Uday Samudra Leisure Beach Hotel","""G.V.Raja Road,Samudra Beach Kovalam, Trivandrum, KERALA""","KERALA",1246563228.0,1246563174.0,"toshali@nde.vsnal.net.in","www.toshalinet.com","4 Star",50.0
"SEASONS SERVICE APARTMENTS","""S. NO-128/2/3/6/7/2/2/128/A1,SANEWADI AUNDH, PUNE, Malad, MAHARASHTRA""","MAHARASHTRA",2040009999.0,2040009888.0,"info@seasonsaundh.com","NA","4 Star",46.0
"HOTEL BAWA INTERNATIONAL","""NEHRU ROAD EXTN.NEAR DOMESTIC AIRPORT VILE PARLE (E), Mumbai, MAHARASHTRA""","MAHARASHTRA",2226113636.0,2226107096.0,"mail.bawaintl@vsnl.com","NA","4 Star",76.0
"Hotel Courtyard By Marriott","""International Airport,CTS No. 215, Andheri Kurla Road, Andheri (East), Mumbai, MAHARASHTRA""","MAHARASHTRA",2261479922.0,2261479944.0,"reservations.mumbai@courtyard.com","NA","4 Star",282.0
"Hotel Midtown Pritam","""DharamputraPritam Estate Dr.Ambedkar Road, Dadar T.T, Mumbai-400014, MAHARASHTRA""","MAHARASHTRA","022-24145555/6580663","022-24143388","reservations@pritamhotels.com","www.pritamhotels.com","4 Star",60.0
"Hotel Trident","""C-56, G-Block,Bandra Kurla Complex, Mumbai, MAHARASHTRA""","MAHARASHTRA",2266727777.0,2266727788.0,"reservations@tridenthotels.com","tridenthotels.com","4 Star",436.0
"Hotel Tunga Regale","""Plot No. 31, Phase IIMIDC, Central Road, Andheri (East), Mumbai - 400093, MAHARASHTRA""","MAHARASHTRA","022-66726672","022-66726666","regale@tungahotels.com","www.tungahotels.com","4 Star",54.0
"Ramee Guestline Hotel","""Plot No. 3Kohinoor Road, Dadar (East), Mumbai - 400014, MAHARASHTRA""","MAHARASHTRA","022-24177900/2411565","022-24127503","mumbai.dadar@rameeguestlinehotels.com","www.ramee-group.com","4 Star",58.0
"K. Raheja Corp. Pvt. Ltd. ""The Resort""","""11,Aksa Beach,Malad (West), Mumbai - 400 095, MAHARASHTRA""","MAHARASHTRA","022-28447777","022-28804444 - 28818","resv@theresortmumbai.com/the_resort@vsnl.com","NA","4 Star",94.0
"Hotel Sagar Plaza","""1Bund Garden Road, Pune - 411001, MAHARASHTRA""","MAHARASHTRA","020-26205000","020-26122633","reservations@hotelsagarplaza.com/info@hotelsagarplaza.com","www.hotelsagarplaza.com","4 Star",76.0
"The Central Park Hotel","""Bund Garden RoadNear Council Hall, Pune - 411 001, MAHARASHTRA""","MAHARASHTRA","022-66641000","022-66641010","reservations@thecentralparkhotel.com","www.thecentralparkhotel.com","4 Star",74.0
"Holiday Inn Mumbai International Airport","""721/1,721/A,721/B of Mohali VillageAndhri Kurla Road, Sakinaka junction, Mumbai, MAHARASHTRA""","MAHARASHTRA",2240851800.0,2240851828.0,"maltidutta50@yahoo.com","NA","4 Star",225.0
"The Emerald","""(Hotel & Executive Apartment)Mumbai Next to Juhu Tara Road, Opp. Hotel Sea Princess, B.R. Chopra's Bungalow, Santacruz (West), Mumbai-400049, MAHARASHTRA""","MAHARASHTRA","022-67144000","022-67144005","info@theemerald.com","www.theemerald.com","4 Star",56.0
"Hotel Polo Tower","""Oakland RoadPolo Grounds, Shillong - 793001, MEGHALAYA""","MEGHALAYA","0364-2222341-42","0364-2220090","hptfo@rediffmail.com","www.hotelpolotowers.com","4 Star",50.0
"M.K.HOTEL","""DISTRICT SHOPPING CENTRE,RANJIT AVENUE, Amritsar, PUNJAB""","PUNJAB",1832504610.0,1832507910.0,"MKHOTEL123@SANCHARNET.IN","www.mkhotel.com","4 Star",75.0
"THE MAYA HOTEL (Maya Inns Ltd.)","""JALANDHAR CITYEH-178,CIVIL LINES,NEAR BMC CROSSIN, JALANDHAR CITY-144001, PUNJAB""","PUNJAB","0181 4688700/22",1812452301.0,"mayajal@mayahotels.in","http://www.mayahotels.in","4 Star",53.0
"Hotel Ritz Plaza","""45The Mall, Amritsar - 143001, PUNJAB""","PUNJAB","0183-2562836-39","0183-2226657","ritzhotel@vsnl.com/info@ritzhotel.in","www.titzhotel.in","4 Star",41.0
"Country In & Suites, Ajmer","""Ansal's Sushant City, Village Gegalkishangarh-Ajmer Road, Ajmer, RAJASTHAN""","RAJASTHAN",1456623456.0,1456623466.0,"maltidutta50@yahoo.com","NA","4 Star",71.0
"The Royal Plaza","""Shyari - GangtokEast sikkim, Gangtok -737102, SIKKIM""","SIKKIM","03592-280232","03592-281112","trp@sarovarhotels.com","www.theroyalplazahotel.com","4 Star",58.0
"The Residency Towers","""Sir Thyagaraya RoadT. Nagar, Chennai - 600 017, TAMIL NADU""","TAMIL NADU","044-28156363","044-28156969","restowers@vsnl.net","www.theresidency.com","4 Star",174.0
"Hotel Sangam ","""Collectors Office Road , Tiruchirapalli , TAMIL NADU""","TAMIL NADU",4312414700.0,431241779.0,"hotelsangam@vsnl.com","www.hotelsangam.com","4 Star",76.0
"Quality Inn Sabari","""29,Thirumalai Pillai RoadT. Nagar, Chennai, TAMIL NADU""","TAMIL NADU",4428343030.0,4428345868.0,"sabariinn@sabarihotels.com","NA","4 Star",72.0
"The Savera Hotel","""No. 146, Dr. Radhakrishnan SalaiMylapore, Chennai - 600 004, TAMIL NADU""","TAMIL NADU","044 -28114700","044 -28113475","hotsave@md2.vsnl.net.in","www.saverahotel.com","4 Star",230.0
"Hotel Raj Park (P) Ltd.","""180, T.T.K. Road Alwarpet,Chennai - 600018, TAMIL NADU""","TAMIL NADU","044-42257777","044-24990749","reservation@rajparkchennai.com","www.rajpark.com","4 Star",89.0
"Fortune Inn Grazia","""(Unit of Angel Baby Products Pvt. Ltd) Plot NO.1 A, Block - 1Sector - 27 Noida, UTTAR PRADESH""","UTTAR PRADESH",1203988444.0,1203380144.0,"gm.roc.nm@royalorchidhotels.com","royalorchidhotels.com","4 Star",42.0
"Country Inn & Suites by Carlson - Haridwar","""( Unit of Sens Udyog Pvt. Ltd.)Haripurkalan, Raiwala, Motichur, Haridwar - Rishikesh Highway, Haridwar, Dist. Dehradun - 249205, UTTARAKHAND""","UTTARAKHAND","0135-2485900","0135-2485901","reservations@cisharidwar.com","NA","4 Star",56.0
"The Peerless Inn","""12J. L. Nehru Road, Kolkata - 700 013, WEST BENGAL""","WEST BENGAL","033-44003900","033-22281270","pik@sarovarhotels.com","www.peerlesshotels.com","4 Star",122.0
